fighter_id,name,height,weight,age,dob,gender,weight_class,reach,stance,style,gym,country
2504643,Brad Tavares,185.42,84.37,37.0,1987-12-21,male,middleweight,187.96,orthodox,striker,xtreme couture,usa
4252349,Rico DiSciullo,175.26,61.23,38.0,1986-10-12,male,bantamweight,187.96,orthodox,,team sityodtong,usa
4695485,Abdul-Kareem Al-Selwady,172.72,70.31,30.0,1995-04-10,male,lightweight,175.26,orthodox,,fortis mma,usa
5007669,Paulo Renato Jr.,182.88,92.99,31.0,1994-01-25,male,heavyweight,185.42,orthodox,,infinity fight team,brazil
5115163,Emrah Sonmez,177.8,66.68,33.0,1992-06-26,male,featherweight,180.34,orthodox,,great britain top team,turkey
5143887,Janaina Silva,154.94,51.71,33.0,1992-02-16,female,womens-strawweight,152.4,orthodox,,babuino gold team,brazil
3165010,Hakeem Dawodu,172.72,66.22,34.0,1991-07-02,male,featherweight,186.69,orthodox,striker,champion's creed mma,canada
4341598,Chris Daukaus,190.5,92.99,36.0,1989-09-25,male,heavyweight,193.04,orthodox,freestyle,martinez bjj,usa
4600143,Tafon Nchukwi,182.88,85.73,30.0,1994-10-14,male,lightheavyweight,195.58,orthodox,mixed martial artist,team lloyd irvin,cameroon
4684468,Mike Breeden,177.8,72.12,36.0,1989-04-21,male,lightweight,177.8,orthodox,striker,marathon mma,usa
3955317,Jason Knight,180.34,66.22,33.0,1992-07-14,male,featherweight,177.8,orthodox,brazilian jiu-jitsu,alan belcher mma club,usa
5119021,Lucas Fernando,190.5,83.91,28.0,1997-01-10,male,middleweight,207.01,,,rizzo rvt,brazil
4892422,Reyes Cortez Jr.,170.18,61.23,33.0,1992-07-31,male,bantamweight,172.72,orthodox,,fight ready,usa
3090451,Rob Font,172.72,61.23,38.0,1987-06-25,male,bantamweight,181.61,orthodox,striker,tristar gym,puerto rico
4081475,Gavin Tucker,167.64,65.77,39.0,1986-06-17,male,featherweight,167.64,southpaw,striker,titans mma,canada
4426299,Aleksa Camur,185.42,92.99,30.0,1995-09-25,male,lightheavyweight,187.96,orthodox,mixed martial artist,strong style fight team,bosnia & herzegovina
4686735,Dennis Buzukja,175.26,70.31,27.0,1997-10-01,male,featherweight,179.07,switch,mixed martial artist,serra-longo fight team ,usa
3112007,Timur Valiev,167.64,61.69,35.0,1990-01-19,male,featherweight,170.18,orthodox,,jackson-wink mma,russia
3022345,Justin Gaethje,180.34,70.76,36.0,1988-11-14,male,lightweight,177.8,orthodox,striker,elevation fight team,usa
2558075,Marcos Rogerio de Lima,185.42,118.39,40.0,1985-06-25,male,heavyweight,190.5,orthodox,striker,american top team,brazil
4616087,Josh Culibao,177.8,66.22,31.0,1994-05-24,male,featherweight,185.42,orthodox,freestyle,igor mma,australia
4880114,Jonny Parsons,175.26,77.11,34.0,1991-09-06,male,welterweight,175.26,orthodox,muay thai,syndicate mma,usa
4411888,Joel Álvarez,190.5,70.76,32.0,1993-03-02,male,lightweight,195.58,orthodox,brazilian jiu-jitsu,centro deportivo tibet,spain
4236496,Daniel Barez,167.64,57.15,36.0,1988-12-10,male,flyweight,167.64,orthodox,freestyle,entram gym,spain
4425604,Terrance McKinney,177.8,70.31,31.0,1994-09-15,male,lightweight,186.69,switch,mixed martial artist,fusion x-cel,usa
4874988,Genaro Valdez,175.26,70.76,33.0,1992-01-16,male,lightweight,182.88,orthodox,mixed martial artist,entram gym,mexico
3136321,Carl Deaton,170.18,70.31,35.0,1989-11-24,male,lightweight,175.26,orthodox,,the academy mn,usa
3155420,Yair Rodriguez,180.34,66.22,32.0,1992-10-06,male,featherweight,180.34,orthodox,striker,valle flow striking,mexico
2560746,Alexandre Pantoja,165.1,56.7,35.0,1990-04-16,male,flyweight,171.45,orthodox,brazilian jiu-jitsu,american top team,brazil
5076027,Édgar Cháirez,170.18,57.15,29.0,1996-01-27,male,flyweight,180.34,orthodox,mixed martial artist,entram gym,mexico
3931156,Grant Dawson,177.8,70.76,31.0,1994-02-20,male,lightweight,182.88,switch,brazilian jiu-jitsu,american top team,usa
2556638,Blagoy Ivanov,180.34,117.48,38.0,1986-10-09,male,heavyweight,185.42,southpaw,mixed martial artist,aka (american kickboxing academy),bulgaria
3924096,Phil Rowe,190.5,77.56,35.0,1990-07-18,male,welterweight,204.47,orthodox,mixed martial artist,fusion x-cel,usa
4426282,Wellington Turman,182.88,77.56,29.0,1996-07-22,male,middleweight,182.88,orthodox,mixed martial artist,teixeira mma & fitness,brazil
5088885,Jack Jenkins,170.18,66.22,31.0,1993-11-03,male,featherweight,172.72,switch,freestyle,absolute mixed martial arts,australia
3154860,Jared Cannonier,180.34,84.37,41.0,1984-03-16,male,middleweight,196.85,switch,striker,mma lab,usa
4884868,Cristian Quiñonez,172.72,61.23,29.0,1996-04-26,male,bantamweight,177.8,orthodox,jiu-jitsu,entram gym,mexico
4231391,Ronnie Lawrence,172.72,61.23,33.0,1992-06-13,male,bantamweight,173.99,switch,freestyle,mma science academy,usa
3136286,Irene Aldana,175.26,61.69,37.0,1988-03-26,female,womens-bantamweight,173.99,orthodox,striker,lobo gym mma,mexico
3085551,Beneil Dariush,177.8,70.31,36.0,1989-05-06,male,lightweight,182.88,southpaw,striker,kings mma,usa
3821549,Nate Landwehr,175.26,66.22,37.0,1988-06-06,male,featherweight,182.88,orthodox,striker,mma masters,usa
4348793,Maria Oliveira,167.64,52.16,28.0,1996-12-12,female,womens-strawweight,175.26,orthodox,muay thai,parana vale tudo,brazil
4410005,Luan Lacerda,170.18,61.69,32.0,1993-01-07,male,bantamweight,181.61,orthodox,freestyle,nova uniao ,brazil
2558492,Maxim Grishin,190.5,92.99,41.0,1984-05-02,male,lightheavyweight,198.12,orthodox,striker,akhmat fight team,russia
2488476,Michael Johnson,177.8,70.31,39.0,1986-06-04,male,lightweight,186.69,southpaw,wrestling,kill cliff fc,usa
5122794,Nick Fiore,177.8,69.85,27.0,1997-12-10,male,lightweight,182.88,orthodox,brazilian jiu-jitsu,new england cartel,usa
3952937,Chase Sherman,193.04,115.21,35.0,1989-11-16,male,heavyweight,198.12,orthodox,striker,kill cliff fc,usa
3090893,Douglas Silva de Andrade,170.18,61.69,40.0,1985-06-22,male,bantamweight,173.99,orthodox,muay thai,corinthians mma,brazil
4668069,Mandy Bohm,170.18,57.15,36.0,1989-07-30,female,womens-flyweight,180.34,orthodox,kung fu,sbg ireland,germany
4306125,Gabe Green,177.8,69.85,32.0,1993-05-02,male,lightweight,185.42,switch,freestyle,kings mma,usa
3090197,Gilbert Burns,177.8,77.11,39.0,1986-07-20,male,welterweight,180.34,orthodox,striker,kill cliff fc,brazil
3971496,Devin Clark,182.88,92.53,35.0,1990-04-12,male,lightheavyweight,190.5,orthodox,wrestling,elevation fight team,usa
3922491,Ricky Simon,167.64,61.69,33.0,1992-08-31,male,bantamweight,175.26,orthodox,striker,american top team portland,usa
4688408,Matthew Semelsberger,185.42,77.56,32.0,1992-11-23,male,welterweight,190.5,switch,freestyle,crazy 88 brazilian jiu-jitsu,usa
4389093,Batgerel Danaa,170.18,61.23,36.0,1989-07-04,male,bantamweight,177.8,orthodox,kickboxing,fight ready,mongolia
3902098,Arnold Allen,172.72,65.77,31.0,1994-01-22,male,featherweight,177.8,southpaw,striker,bkk fighters,england
3020090,Matheus Nicolau,167.64,56.7,32.0,1993-01-06,male,flyweight,167.64,orthodox,brazilian jiu-jitsu,nova uniao ,brazil
2335754,Ed Herman,185.42,93.44,44.0,1980-10-02,male,lightheavyweight,195.58,orthodox,striker,american top team portland,usa
2500857,Jorge Masvidal,180.34,77.11,40.0,1984-11-12,male,welterweight,187.96,orthodox,wrestling,american top team,usa
3043484,Santiago Ponzinibbio,182.88,77.11,39.0,1986-09-26,male,welterweight,185.42,orthodox,striker,american top team,argentina
4570669,Austin Lingo,177.8,66.22,31.0,1994-07-10,male,featherweight,177.8,orthodox,striker,fortis mma,usa
3088682,Albert Duraev,180.34,84.37,36.0,1989-01-05,male,middleweight,190.5,orthodox,brazilian jiu-jitsu,xtreme couture,russia
4684678,Tucker Lutz,172.72,66.22,31.0,1994-07-12,male,lightweight,182.88,orthodox,wrestling,ground control academy,usa
3088812,Kamaru Usman,182.88,77.56,38.0,1987-05-11,male,welterweight,193.04,switch,striker,onx sports,nigeria
4699589,Casey O'Neill,167.64,56.7,27.0,1997-10-07,female,womens-flyweight,175.26,orthodox,mixed martial artist,xtreme couture,australia
3162105,Makwan Amirkhani,177.8,65.77,36.0,1988-11-08,male,featherweight,182.88,southpaw,brazilian jiu-jitsu,sbg ireland,finland
4372245,Omar Morales,180.34,70.31,39.0,1985-10-17,male,lightweight,185.42,orthodox,striker,ko zone,venezuela
3896934,Jafel Filho,170.18,57.15,32.0,1993-05-05,male,flyweight,173.99,orthodox,grappling,nova uniao ,brazil
3153250,Malcolm Gordon,170.18,57.61,35.0,1990-05-19,male,flyweight,180.34,switch,jiu-jitsu,adrenaline training center,canada
2989857,Guido Cannetti,167.64,61.23,45.0,1979-12-19,male,bantamweight,172.72,southpaw,striker,our town mma,argentina
4084453,Tony Gravely,165.1,61.23,34.0,1991-09-28,male,bantamweight,175.26,orthodox,mixed martial artist,american top team,usa
3136287,Alexa Grasso,165.1,57.15,32.0,1993-08-09,female,womens-flyweight,167.64,orthodox,striker,lobo gym mma,mexico
4020699,Shavkat Rakhmonov,185.42,77.56,30.0,1994-10-23,male,welterweight,195.58,orthodox,sambo,kill cliff fc,kazakhstan
4339490,Jalin Turner,190.5,69.85,30.0,1995-05-18,male,lightweight,195.58,southpaw,striker,carlson gracie riverside,usa
4012408,Trevin Jones,170.18,61.23,35.0,1990-08-04,male,bantamweight,177.8,southpaw,freestyle,vida bjj,guam
4284870,Song Kenan,182.88,77.56,35.0,1990-03-10,male,welterweight,181.61,orthodox,striker,beijing black tiger,china
4880807,Yohan Lainesse,185.42,77.11,33.0,1992-08-14,male,welterweight,193.04,orthodox,striker,brazilian top team canada,canada
4252258,Victor Martinez,172.72,70.76,34.0,1991-07-17,male,lightweight,177.8,orthodox,mixed martial artist,team ferreira,usa
5092398,Nurullo Aliev,177.8,70.31,24.0,2000-12-08,male,lightweight,182.88,orthodox,freestyle,kaizen mma,tajikistan
4350796,Erin Blanchfield,162.56,56.7,26.0,1999-05-04,female,womens-flyweight,167.64,orthodox,brazilian jiu-jitsu,silver fox bjj,usa
4896541,Zac Pauga,187.96,93.44,37.0,1988-02-25,male,heavyweight,193.04,orthodox,mixed martial artist,elevation fight team,usa
5037883,Evan Elder,177.8,70.76,28.0,1997-04-11,male,lightweight,182.88,switch,mixed martial artist,kill cliff fc,usa
4218576,Khusein Askhabov,172.72,66.22,30.0,1995-02-13,male,featherweight,175.26,orthodox,mixed martial artist,tiger muay thai,united arab emirates
4851339,Juancamilo Ronderos,160.02,56.7,30.0,1995-02-17,male,flyweight,163.83,southpaw,mixed martial artist,xtreme couture,colombia
4011299,Josh Emmett,167.64,66.22,40.0,1985-03-04,male,featherweight,177.8,orthodox,striker,team alpha male,usa
4893607,Don Shainis,167.64,66.22,35.0,1990-09-16,male,featherweight,170.18,orthodox,mixed martial artist,citadel martial arts,usa
4894925,Yizha,170.18,65.77,28.0,1997-01-08,male,featherweight,180.34,orthodox,striker,enbo gedou,china
5068624,Rinya Nakamura,170.18,61.69,30.0,1995-03-23,male,bantamweight,173.99,southpaw,wrestling,american top team,japan
3027545,Brandon Moreno,170.18,56.7,31.0,1993-12-07,male,flyweight,177.8,orthodox,brazilian jiu-jitsu,fortis mma,mexico
3024395,Jessica Andrade,154.94,52.62,34.0,1991-09-25,female,womens-strawweight,157.48,orthodox,striker,parana vale tudo,brazil
4683892,Mounir Lazzez,185.42,77.56,37.0,1987-11-16,male,welterweight,193.04,orthodox,mixed martial artist,team nogueira dubai,tunisia
4046059,Cody Stamann,167.64,61.23,35.0,1989-11-09,male,bantamweight,163.83,orthodox,striker,michigan top team,usa
4078218,Zarah Fairn,172.72,63.5,41.0,1983-12-10,female,womens-featherweight,182.88,orthodox,mixed martial artist,10eme round,france
2995167,Raquel Pennington,170.18,61.23,37.0,1988-09-05,female,womens-bantamweight,171.45,orthodox,freestyle,altitude mma,usa
4215563,Damir Ismagulov,177.8,70.76,34.0,1991-02-03,male,lightweight,187.96,orthodox,striker,american top team,kazakhstan
4571945,Saidyokub Kakhramonov,172.72,61.69,29.0,1995-11-14,male,bantamweight,175.26,orthodox,freestyle,warrior camp mma,uzbekistan
4251462,Journey Newson,165.1,62.6,36.0,1989-03-07,male,bantamweight,171.45,orthodox,mixed martial artist,impact jiu jitsu,usa
4062287,Jay Perrin,170.18,61.69,32.0,1993-06-15,male,bantamweight,170.18,switch,karate,syndicate mma,usa
4217382,Dalcha Lungiambula,172.72,83.91,38.0,1987-07-31,male,lightheavyweight,193.04,orthodox,boxing,camp fight,democratic republic of congo
5075335,Erik Silva,175.26,66.22,38.0,1987-03-16,male,featherweight,180.34,orthodox,mixed martial artist,antonio silva martial arts school,venezuela
5119740,Steven Koslow,170.18,61.69,28.0,1997-01-22,male,bantamweight,175.26,switch,,10th planet jiu jitsu,usa
2994349,Matt Schnell,172.72,57.15,35.0,1990-01-15,male,flyweight,177.8,orthodox,brazilian jiu-jitsu,fortis mma,usa
4217395,Sergei Pavlovich,190.5,115.67,33.0,1992-05-13,male,heavyweight,213.36,southpaw,striker,american top team,russia
3025285,Scott Holtzman,175.26,70.31,41.0,1983-09-30,male,lightweight,175.26,orthodox,striker,shield systems mma,usa
4245092,Jonathan Pearce,182.88,65.77,33.0,1992-05-01,male,featherweight,180.34,switch,striker,fight ready,usa
2968419,Danny Roberts,185.42,77.56,38.0,1987-07-14,male,welterweight,187.96,southpaw,striker,kill cliff fc,england
4321051,Zhalgas Zhumagulov,162.56,56.7,37.0,1988-08-29,male,flyweight,168.91,switch,freestyle,american top team,kazakhstan
4426319,Kevin Natividad,167.64,61.23,32.0,1993-04-02,male,featherweight,177.8,orthodox,freestyle,fight ready,usa
5056144,Tereza Bleda,175.26,56.7,23.0,2001-11-30,female,womens-flyweight,180.34,orthodox,wrestling,reinders mma,czechia
4070701,Claudio Puelles,177.8,70.76,29.0,1996-04-21,male,lightweight,182.88,southpaw,grappling,kill cliff fc,peru
4200455,Molly McCann,162.56,52.62,35.0,1990-05-04,female,womens-strawweight,157.48,orthodox,striker,next generation mma liverpool,england
4064999,Silvana Gomez Juarez,160.02,52.16,40.0,1984-12-06,male,womens-flyweight,165.1,orthodox,striker,entram gym,argentina
4417235,Nicolae Negumereanu,182.88,93.44,31.0,1994-09-04,male,lightheavyweight,198.12,orthodox,striker,xtreme couture,romania
4065617,Shanna Young,170.18,57.15,34.0,1991-02-20,female,womens-bantamweight,170.18,orthodox,mixed martial artist,syndicate mma,usa
4249184,Benito Lopez,177.8,62.6,31.0,1994-04-06,male,bantamweight,185.42,switch,striker,team alpha male,usa
4337435,Ramona Pascual,170.18,65.77,37.0,1988-09-23,female,womens-featherweight,167.64,southpaw,mixed martial artist,syndicate mma,hong kong
4227709,Jared Vanderaa,193.04,117.48,33.0,1992-05-12,male,heavyweight,203.2,orthodox,mixed martial artist,team quest -portland,usa
4713585,Carlos Mota,167.64,56.7,30.0,1995-04-15,male,flyweight,175.26,orthodox,,pr1mera fight,brazil
4425728,Joshua Weems,172.72,63.05,31.0,1994-05-05,male,bantamweight,175.26,orthodox,,black sails mma,usa
2611719,TJ Dillashaw,167.64,61.23,39.0,1986-02-07,male,bantamweight,170.18,orthodox,wrestling,treigning lab ,usa
3026263,Nikita Krylov,190.5,92.99,33.0,1992-03-07,male,lightheavyweight,196.85,orthodox,brazilian jiu-jitsu,raty team,russia
4896529,Gadzhi Omargadzhiev,185.42,77.56,32.0,1993-02-24,male,middleweight,181.61,switch,mixed martial artist,mma factory,russia
3157441,Lina Lansberg,170.18,61.23,43.0,1982-03-13,female,womens-bantamweight,166.37,orthodox,striker,redline training center,sweden
3960440,Brandon Davis,177.8,61.23,35.0,1990-05-08,male,featherweight,182.88,orthodox,striker,american top team d'iberville,usa
2516135,Francisco Trinaldo,175.26,77.11,47.0,1978-08-24,male,lightweight,177.8,southpaw,striker,constrictor team,brazil
4881997,Daniel Santos,170.18,66.22,30.0,1995-03-12,male,featherweight,170.18,orthodox,muay thai,chute boxe - diego lima,brazil
2335844,Aleksei Oleinik,187.96,115.21,48.0,1977-06-20,male,heavyweight,203.2,orthodox,brazilian jiu-jitsu,american top team,russia
3001923,Jesse Ronson,177.8,70.31,39.0,1985-12-24,male,welterweight,177.8,southpaw,striker,adrenaline training center,canada
3250441,Randy Costa,175.26,61.23,31.0,1994-07-06,male,bantamweight,185.42,switch,striker,kill cliff fc,usa
5088537,Donovan Beard,187.96,83.46,35.0,1989-11-05,male,middleweight,198.12,orthodox,,off the chain mma,usa
5088845,Vinicius Cenci,185.42,70.31,29.0,1995-11-24,male,lightweight,187.96,orthodox,,kings mma,brazil
4871197,Joao Elias,160.02,56.7,30.0,1995-01-08,male,flyweight,163.83,southpaw,,gile ribeiro team / noguchi team,brazil
4876401,Mando Gutierrez,167.64,61.23,28.0,1997-02-24,male,bantamweight,177.8,southpaw,,murcielago mma,usa
3128474,Josh Wick,175.26,70.76,30.0,1994-10-04,male,lightweight,175.26,switch,,elevation fight team,usa
4411394,Alen Amedovski,177.8,83.91,37.0,1988-04-06,male,middleweight,187.96,orthodox,striker,xtreme couture,macedonia
4685887,Louis Cosce,175.26,77.11,30.0,1995-08-27,male,welterweight,180.34,orthodox,mixed martial artist,syndicate mma,usa
4292347,Loma Lookboonmee,154.94,52.16,29.0,1996-01-18,female,womens-strawweight,154.94,orthodox,striker,lookboonmee muay thai gym,thailand
4416295,Cameron VanCamp,187.96,70.31,32.0,1993-04-27,male,lightweight,187.96,switch,mixed martial artist,indy boxing & grappling,usa
4903519,Allan Begosso,165.1,61.23,29.0,1995-11-23,male,bantamweight,167.64,orthodox,,team alpha male,brazil
4684923,Mario Sousa,190.5,83.91,28.0,1996-10-20,male,middleweight,201.93,orthodox,,caes do ringue,brazil
4875507,Brandon Lewis,162.56,61.23,28.0,1997-08-02,male,bantamweight,177.8,orthodox,,defwar,usa
2560085,Tony Ferguson,180.34,77.11,41.0,1984-02-12,male,welterweight,194.31,orthodox,wrestling,snap down city academy,usa
4375603,Danyelle Wolf,180.34,66.22,42.0,1983-09-08,male,womens-featherweight,177.8,orthodox,boxing,victory mma,usa
4294871,Nariman Abbasov,172.72,70.31,31.0,1994-02-01,male,lightweight,167.64,orthodox,,azerbaijan fight club,azerbaijan
3722422,Tai Tuivasa,187.96,120.2,32.0,1993-03-16,male,heavyweight,190.5,southpaw,striker,lions high performance centre,australia
4001851,Marvin Vettori,182.88,84.37,32.0,1993-09-20,male,middleweight,187.96,southpaw,brazilian jiu-jitsu,american top team,italy
3950354,Nathaniel Wood,167.64,65.77,32.0,1993-05-08,male,featherweight,175.26,orthodox,striker,great britain top team,england
4277795,Nasrat Haqparast,177.8,70.76,30.0,1995-08-22,male,lightweight,182.88,southpaw,striker,tristar gym,morocco
5080485,Jose Henrique,190.5,77.56,23.0,2002-05-23,male,welterweight,200.66,orthodox,,nova uniao ,brazil
5060472,Matej Penaz,190.5,83.91,28.0,1996-10-14,male,middleweight,210.82,southpaw,,reinders mma,czechia
4213329,Alexander Morgan,177.8,65.32,34.0,1991-05-14,male,bantamweight,180.34,orthodox,,tristar gym,canada
2519811,Luke Rockhold,190.5,83.91,40.0,1984-10-17,male,middleweight,195.58,southpaw,mixed martial artist,aka (american kickboxing academy),usa
4251497,Harry Hunsucker,187.96,92.53,36.0,1989-01-03,male,heavyweight,190.5,orthodox,jiu-jitsu,elite fitness and martial arts,usa
3074813,Luis Saldana,180.34,65.77,34.0,1991-01-27,male,featherweight,185.42,orthodox,striker,fight ready,usa
4708819,Francisco Figueiredo,167.64,56.7,35.0,1989-10-23,male,flyweight,172.72,southpaw,brazilian jiu-jitsu,team figueiredo,brazil
5030324,Claudia Leite,160.02,61.69,28.0,1996-11-04,female,womens-bantamweight,163.83,orthodox,,astra fight team,brazil
5074129,Ahmad Hassanzada,185.42,70.31,28.0,1996-11-20,male,lightweight,190.5,orthodox,,team alpha male,afghanistan
2335888,Dominick Cruz,172.72,61.23,40.0,1985-03-09,male,bantamweight,172.72,orthodox,wrestling,alliance mma,usa
3024357,Nina Nunes,165.1,56.7,39.0,1985-12-03,female,womens-strawweight,162.56,orthodox,striker,team nunes,usa
3099958,Charlie Ontiveros,187.96,70.31,34.0,1991-07-04,male,middleweight,198.12,switch,taekwondo,w4r training center,usa
2976026,Tyson Nam,170.18,57.15,41.0,1983-10-06,male,flyweight,172.72,orthodox,freestyle,sports lab,usa
4788300,Josh Quinlan,182.88,76.66,32.0,1993-02-06,male,welterweight,182.88,orthodox,brazilian jiu-jitsu,wand fight team,usa
5078230,Zachary Borrego,187.96,84.82,29.0,1996-07-18,male,middleweight,198.12,switch,,w4r training center,usa
5060511,Anvar Boynazarov,175.26,65.77,36.0,1989-01-10,male,featherweight,175.26,orthodox,,tiger muay thai,uzbekistan
4683551,Karolina Wojcik,157.48,52.16,31.0,1994-09-12,female,womens-strawweight,157.48,orthodox,,grappling krakow,poland
3111997,Geoff Neal,180.34,77.56,35.0,1990-08-28,male,welterweight,190.5,southpaw,striker,fortis mma,usa
4912582,Juliana Miller,170.18,57.15,29.0,1996-05-07,female,womens-flyweight,167.64,orthodox,mixed martial artist,10th planet jiu-jitsu,usa
4335947,Erick Gonzalez,180.34,70.31,33.0,1992-01-20,male,lightweight,190.5,orthodox,mixed martial artist,fight science mma,usa
4355731,Takashi Sato,177.8,77.11,35.0,1990-06-09,male,welterweight,185.42,southpaw,striker,kill cliff fc,japan
4567897,Miranda Granger,170.18,52.16,33.0,1992-04-13,female,womens-strawweight,172.72,orthodox,brazilian jiu-jitsu,charlie's combat club,usa
5060387,Danilo Suzart,182.88,115.67,33.0,1991-12-04,male,heavyweight,187.96,orthodox,,life mma,brazil
4706975,Billy Ray Goff,177.8,77.11,27.0,1998-06-18,male,welterweight,182.88,switch,mixed martial artist,team dexter vale tudo,usa
2516131,Amanda Nunes,172.72,61.23,37.0,1988-05-30,female,womens-bantamweight,175.26,orthodox,striker,team nunes,brazil
3120449,Rafael Alves,172.72,70.31,34.0,1990-11-14,male,featherweight,172.72,orthodox,mixed martial artist,mma masters,brazil
5078213,Hamdy Abdelwahab,187.96,119.75,32.0,1993-01-22,male,heavyweight,182.88,southpaw,wrestling,killer b combat sports academy,egypt
3155846,Ji Yeon Kim,170.18,57.15,35.0,1989-10-18,female,womens-flyweight,182.88,orthodox,brazilian jiu-jitsu,syndicate mma,korea
4899729,Blood Diamond,180.34,77.11,37.0,1988-07-10,male,welterweight,193.04,switch,kickboxing,city kickboxing,zimbabwe
4687113,Acácio Dos Santos,193.04,91.17,34.0,1991-09-29,male,lightheavyweight,200.66,orthodox,,power lotus team,brazil
4879763,Kaleio Romero,177.8,65.77,29.0,1996-04-19,male,featherweight,175.26,switch,,team alpha male,usa
5060382,Juan Andres Luna,170.18,56.7,30.0,1995-08-20,male,flyweight,182.88,orthodox,,entram gym,ecuador
2500771,Alexander Gustafsson,195.58,92.99,38.0,1987-01-15,male,lightheavyweight,200.66,orthodox,striker,allstars training center,sweden
3153125,Charles Rosa,175.26,65.77,39.0,1986-08-24,male,featherweight,175.26,switch,brazilian jiu-jitsu,american combat gym,usa
4319793,Jack Shore,172.72,65.77,30.0,1995-02-06,male,featherweight,180.34,orthodox,brazilian jiu-jitsu,shore mixed martial arts centre of excellence,wales
4917676,Eduardo Perez,195.58,120.2,31.0,1994-09-12,male,heavyweight,,,,aka (american kickboxing academy),usa
3910104,Cortney Casey,170.18,56.7,38.0,1987-05-05,female,womens-flyweight,170.18,orthodox,striker,mma lab,usa
4236954,Karl Roberson,185.42,92.08,34.0,1990-10-04,male,middleweight,187.96,southpaw,brazilian jiu-jitsu,killer b combat sports academy,usa
4950355,Laura Gallardo,154.94,56.7,,,female,womens-flyweight,162.56,,,kings mma,usa
2479918,Donald Cerrone,185.42,77.11,42.0,1983-03-29,male,lightweight,185.42,orthodox,brazilian jiu-jitsu,bmf ranch,usa
4422319,Alan Baudot,190.5,114.76,37.0,1988-02-01,male,lightheavyweight,200.66,orthodox,judo,mma factory,france
3960665,Sergey Morozov,167.64,61.69,36.0,1989-06-14,male,bantamweight,170.18,orthodox,mixed martial artist,erkin kush,kazakhstan
4226626,Guram Kutateladze,180.34,70.31,33.0,1992-01-08,male,lightweight,182.88,orthodox,muay thai,allstars training center,georgia
3112000,Tony Kelley,175.26,62.14,38.0,1987-01-21,male,featherweight,177.8,switch,freestyle,,usa
3890629,Danny Chavez,172.72,65.77,38.0,1987-03-14,male,featherweight,170.18,orthodox,boxing,mma masters,usa
4566310,Gloria de Paula,165.1,52.16,30.0,1995-06-10,female,womens-strawweight,171.45,orthodox,muay thai,american top team,brazil
4400662,Deron Winn,167.64,84.37,36.0,1989-06-13,male,middleweight,177.8,orthodox,wrestling,aka (american kickboxing academy),usa
3106617,Joanna Jedrzejczyk,167.64,52.62,38.0,1987-08-18,female,womens-strawweight,166.37,orthodox,striker,american top team,poland
3010042,Ramazan Emeev,177.8,77.56,38.0,1987-05-23,male,welterweight,193.04,southpaw,brazilian jiu-jitsu,gorec,russia
4064994,Poliana Botelho,172.72,56.7,36.0,1988-12-15,female,womens-flyweight,170.18,orthodox,striker,nova uniao ,brazil
4683807,Zarrukh Adashev,165.1,56.7,33.0,1992-07-29,male,flyweight,165.1,southpaw,striker,lions fight martial arts,uzbekistan
4217396,Askar Mozharov,190.5,92.53,30.0,1994-10-26,male,lightheavyweight,187.96,orthodox,,aka thailand,ukraine
4420801,Alex da Silva,172.72,70.31,29.0,1996-02-04,male,lightweight,185.42,orthodox,striker,astra fight team,brazil
4815973,Dan Argueta,170.18,62.6,32.0,1993-08-13,male,bantamweight,177.8,southpaw,mixed martial artist,bloodline combat,usa
3171474,Andreas Michailidis,182.88,77.11,37.0,1988-07-18,male,lightheavyweight,193.04,orthodox,mixed martial artist,efl martial arts academy,greece
4039865,Ketlen Vieira,172.72,66.22,34.0,1991-08-26,female,womens-featherweight,172.72,orthodox,brazilian jiu-jitsu,nova uniao ,brazil
4411886,Felipe Colares,172.72,65.77,31.0,1994-03-31,male,bantamweight,175.26,orthodox,brazilian jiu-jitsu,team nogueira,brazil
3087023,Louis Smolka,175.26,61.69,34.0,1991-07-16,male,bantamweight,173.99,orthodox,striker,team oyama,usa
4896616,Manuel Torres,177.8,70.76,30.0,1995-03-25,male,lightweight,185.42,switch,mixed martial artist,alliance jiu-jitsu,mexico
3153106,Andrea Lee,167.64,57.15,36.0,1989-02-11,female,womens-flyweight,176.53,orthodox,muay thai,karate mafia,usa
3060122,Alan Patrick,180.34,70.76,42.0,1983-07-19,male,lightweight,187.96,southpaw,striker,chute boxe,brazil
4013049,Carlos Candelario,172.72,58.06,34.0,1991-06-04,male,flyweight,172.72,southpaw,freestyle,underdog bjj,usa
2559934,Carla Esparza,154.94,52.16,37.0,1987-10-10,female,womens-strawweight,160.02,orthodox,wrestling,team oyama,usa
4585587,Tristan Connelly,177.8,66.22,39.0,1985-12-12,male,welterweight,172.72,orthodox,brazilian jiu-jitsu,checkmat vancouver,canada
4289873,Sergey Khandozhko,185.42,76.66,33.0,1992-05-19,male,welterweight,187.96,orthodox,karate,industrials,russia
2618069,Ike Villanueva,185.42,92.99,41.0,1984-04-04,male,heavyweight,185.42,orthodox,striker,4oz fight club,usa
3991050,Cameron Else,175.26,61.23,38.0,1987-04-27,male,bantamweight,180.34,switch,mixed martial artist,jackson-wink mma,england
3960472,Mike Jackson,187.96,77.11,40.0,1985-03-22,male,welterweight,187.96,orthodox,striker,4oz fight club,usa
